0;1
0.0644271895289421;1
0.140422314405441;1
0.234127819538116;1
0.291687369346619;1
0.357046693563461;1
0.434483796358109;1
0.521567046642303;1
0.577679932117462;1
0.665481984615326;0
0.610557675361633;0
0.54642242193222;0
0.474451065063477;1
0.537392795085907;0
0.493298321962357;0
0.462890148162842;1
0.46137735247612;1
0.465714782476425;0
0.411279052495956;0
0.368167251348495;1
0.406125396490097;1
0.399441748857498;1
0.431025147438049;1
0.413074225187302;1
0.446232825517654;1
0.422111093997955;1
0.443417489528656;1
0.43509504199028;0
0.407589584589005;1
0.413876891136169;1
0.427756577730179;1
0.430166751146317;1
0.446093589067459;1
0.436650842428207;1
0.441255629062653;0
0.436890870332718;1
0.427987962961197;1
0.450003653764725;1
0.441691011190414;0
0.420715838670731;1
0.438256621360779;1
0.454095423221588;1
0.450580716133118;1
0.446330368518829;1
0.430221378803253;1
0.44608861207962;1
0.511068046092987;1
0.57314395904541;1
0.43409851193428;1
0.542484164237976;0
0.587153196334839;0
0.451161682605743;0
0.521700203418732;1
0.573034942150116;0
0.442224591970444;1
0.526523351669312;1
0.57987117767334;1
0.432413727045059;0
0.553747415542603;1
0.618091225624084;0
0.42606246471405;1
0.457015663385391;1
